001001##T0001   22,長阿含經                                 ,【後秦 佛陀耶舍共竺佛念譯】
019058##T0971    1,佛說佛頂尊勝陀羅尼經                                                                 ,【唐 義淨譯】
019059##T0972    1,佛頂尊勝陀羅尼念誦儀軌法                                                             ,【唐 不空譯】
019060##T0973    2,尊勝佛頂脩瑜伽法軌儀                                                                 ,【唐 善無畏譯】
019061##T0974A   1,最勝佛頂陀羅尼經                                                                     ,【宋 法天譯】
019062##T0974B   1,佛頂尊勝陀羅尼                                                                       ,【】
019063##T0974C   1,加句靈驗佛頂尊勝陀羅尼記                                                             ,【唐 武徹述】
019064##T0974D   1,佛頂尊勝陀羅尼注義                                                                   ,【唐 不空譯】
019065##T0974E   1,佛頂尊勝陀羅尼真言                                                                   ,【】
019066##T0974F   1,佛頂尊勝陀羅尼別法                                                                   ,【唐 若那譯】
019067##T0975    1,白傘蓋大佛頂王最勝無比大威德金剛無礙大道場陀羅尼念誦法要                             ,【】
019068##T0976    1,佛頂大白傘蓋陀羅尼經                                                                 ,【元 沙囉巴譯】
019069##T0977    1,佛說大白傘蓋總持陀羅尼經                                                             ,【元 真智等譯】
019070##T0978    1,佛說一切如來烏瑟膩沙最勝總持經                                                       ,【宋 法天譯】
019071##T0979    1,于瑟抳沙毘左野陀囉尼                                                                 ,【高麗 指空譯】
019072##T0980    1,大勝金剛佛頂念誦儀軌                                                                 ,【唐 金剛智譯】
019073##T0981    1,大毘盧遮那佛眼修行儀軌                                                               ,【唐 一行記】
019074##T0982    3,佛母大孔雀明王經                                                                     ,【唐 不空譯】
019075##T0983A   1,佛說大孔雀明王畫像壇場儀軌                                                           ,【唐 不空譯】
019076##T0983B   1,孔雀經真言等梵本                                                                     ,【】
019077##T0984    2,孔雀王咒經                                                                           ,【梁 僧伽婆羅譯】
019078##T0985    3,佛說大孔雀咒王經                                                                     ,【唐 義淨譯】
019079##T0986    1,大金色孔雀王咒經                                                                     ,【失譯】
019080##T0987    1,佛說大金色孔雀王咒經                                                                 ,【失譯】
019081##T0988    1,孔雀王咒經                                                                           ,【姚秦 鳩摩羅什譯】
019082##T0989    2,大雲輪請雨經                                                                         ,【唐 不空譯】
019083##T0990    1,大雲經祈雨壇法                                                                       ,【唐 不空譯】
019084##T0991    2,大雲輪請雨經                                                                         ,【隋 那連提耶舍譯】
019085##T0992    1,大方等大雲經請雨品第六十四                                                           ,【北周 闍那耶舍譯】
019086##T0993    1,大雲經請雨品第六十四                                                                 ,【北周 闍那耶舍譯】
019087##T0994    1,仁王護國般若波羅蜜多經陀羅尼念誦儀軌                                                 ,【唐 不空譯】
019088##T0995    1,仁王般若念誦法                                                                       ,【唐 不空譯】
019089##T0996    1,仁王般若陀羅尼釋                                                                     ,【唐 不空譯】
019090##T0997   10,守護國界主陀羅尼經                                                                   ,【唐 般若共牟尼室利譯】
019091##T0998    1,佛說迴向輪經                                                                         ,【唐 尸羅達摩譯】
019092##T0999    3,佛說守護大千國土經                                                                   ,【宋 施護譯】
019093##T1000    1,成就妙法蓮華經王瑜伽觀智儀軌                                                         ,【唐 不空譯】
019094##T1001    1,法華曼荼羅威儀形色法經                                                               ,【唐 不空譯】
019095##T1002    1,不空罥索毘盧遮那佛大灌頂光真言                                                       ,【唐 不空譯】
019096##T1003    2,大樂金剛不空真實三昧耶經般若波羅蜜多理趣釋                                           ,【唐 不空譯】
019097##T1004    1,般若波羅蜜多理趣經大樂不空三昧真實金剛薩埵菩薩等一十七聖大曼荼羅義述                 ,【唐 不空譯】
019098##T1005A   3,大寶廣博樓閣善住祕密陀羅尼經                                                         ,【唐 不空譯】
019099##T1005B   1,寶樓閣經梵字真言                                                                     ,【】
