001##01 阿含部類 T01-02,25,33 etc.
001001##T0001-25 長阿含經 etc. T01
001001001##T0001 長阿含經22卷
009017034##T0821 大方廣如來祕密藏經2卷
009017035##T0822 佛說諸法勇王經1卷
009017036##T0823 佛說一切法高王經1卷
009017037##T0824 諸法最上王經1卷
009017038##T0825 佛說甚深大迴向經1卷
009017039##T0826 弟子死復生經1卷
009017040##T0827 佛說懈怠耕者經1卷
009017041##T0828 無字寶篋經1卷
009017042##T0829 大乘離文字普光明藏經1卷
009017043##T0830 大乘遍照光明藏無字法門經1卷
009017044##T0831 謗佛經1卷
009017045##T0832 佛語經1卷
009017046##T0833 第一義法勝經1卷
009017047##T0834 大威燈光仙人問疑經1卷
009017048##T0835 如來師子吼經1卷
009017049##T0836 大方廣師子吼經1卷
009017050##T0837 佛說出生菩提心經1卷
009017051##T0838 佛說發菩提心破諸魔經2卷
009017052##T0839-41, X1485 占察善惡業報經 etc. T17, X74／疏 X21
009017052001##T0839 占察善惡業報經2卷
009017052002##T0840 稱讚大乘功德經1卷
009017052003##T0841 說妙法決定業障經1卷
009017052004##X0370 占察善惡業報經玄義
009017052005##X0371 占察善惡業報經義疏
009017052006##X1485 占察善惡業報經行法1卷
009017053##T0842, X0001 圓覺經 etc. T17, X01／疏 T39, X09-10, F12
009017053001##T0842 大方廣圓覺修多羅了義經1卷
009017053002##F0546 大方廣圓覺修多羅了義經（選錄「附文：金剛禮一本」）
009017053003##T1795 大方廣圓覺修多羅了義經略疏4卷
009017053004##X0001 圓覺經佚文
009017053005##X0243 圓覺經大疏
009017053006##X0244 圓覺經大疏鈔科
009017053007##X0245 圓覺經大疏釋義鈔
009017053008##X0246 圓覺經略疏科
009017053009##X0248 圓覺經略疏鈔
009017053010##X0249 圓覺經鈔辨疑誤
009017053011##X0250 圓覺經疏鈔隨文要解
009017053012##X0251 御註圓覺經
009017053013##X0252 圓覺經類解
009017053014##X0253 圓覺經夾頌集解講義
009017053015##X0254 圓覺經心鏡
009017053016##X0255 圓覺經序注
009017053017##X0256 圓覺經略疏序注
009017053018##X0257 圓覺經集註
009017053019##X0258 圓覺經直解
009017053020##X0259 圓覺經近釋
009017053021##X0260 圓覺經要解
009017053022##X0261 圓覺經精解評林
009017053023##X0262 圓覺經句釋正白
009017053024##X0263 圓覺經析義疏
009017054##T0843 佛說大乘不思議神通境界經3卷
009017055##T0844 佛說大方廣未曾有經善巧方便品1卷
009017056##T0845 佛說尊那經1卷
009017057##T0846 外道問聖大乘法無我義經1卷
009017058##T0847 大乘修行菩薩行門諸經要集3卷
009017059##X0010 大明仁孝皇后夢感佛說第一希有大功德經
009017060##X0017 佛說長壽滅罪護諸童子陀羅尼經
009017061##X0019 佛說斷溫經
009017062##X0020 佛說地藏菩薩發心因緣十王經
009017063##X0021 佛說預修十王生七經
009017064##X0024 壽生經
009017065##X0025 化珠保命真經
009017066##X0674 閱經十二種
009017067##JB044 諸經日誦集要
009018##T1530-35 經集部釋論 T26a／疏 T85
009018001##T1530 佛地經論7卷
009018002##T1531 文殊師利菩薩問菩提經論2卷
009018003##T1532 勝思惟梵天所問經論4卷
009018004##T1533 轉法輪經憂波提舍1卷
009018005##T1534 三具足經憂波提舍1卷
009018006##T1535 大乘四法經釋／疏 T85
009018006001##T1535 大乘四法經釋1卷
009018006002##T2784-85 大乘四法經古逸疏
009018006002001##T2784 大乘四法經釋抄 1卷
009018006002002##T2785 大乘四法經論廣釋開決記 1卷
010##10 密教部類 T18-21,39,46, X01-02,10-16,23,59,74 etc.
010001##T18-21, X01-02,23, C071, F24,27-28, L135, G052 密教部
010001001##T0848-64 大日經 etc. T18
010001001001##T0848 大毘盧遮那成佛神變加持經7卷
010001001002##T0849 大毘盧遮那佛說要略念誦經1卷
010001001003##T0850 攝大毘盧遮那成佛神變加持經入蓮華胎藏海會悲生曼荼&CB00256;廣大念誦儀軌供養方便會3卷
010001001004##T0851 大毘盧遮那經廣大儀軌3卷
010001001005##T0852a 大毘盧遮那成佛神變加持經蓮華胎藏悲生曼荼羅廣大成就儀軌供養方便會2卷
010001001006##T0852b 大毘盧舍那成佛神變加持經蓮華胎藏悲生曼荼羅廣大成就儀軌2卷
010001001007##T0853 大毘盧遮那成佛神變加持經蓮華胎藏菩提幢標幟普通真言藏廣大成就瑜伽3卷
010001001008##T0854 胎藏梵字真言2卷
010001001009##T0855 青龍寺軌記1卷
010001001010##T0856 大毘盧遮那成佛神變加持經略示七支念誦隨行法1卷
010001001011##T0857 大日經略攝念誦隨行法1卷
010001001012##T0858 大毘盧遮那略要速疾門五支念誦法1卷
010001001013##T0859 供養儀式1卷
010001001014##T0860 大日經持誦次第儀軌1卷
010001001015##T0861 毘盧遮那五字真言修習儀軌1卷
010001001016##T0862 阿闍梨大曼荼&CB00256;灌頂儀軌1卷
010001001017##T0863 大毘盧遮那經阿闍梨真實智品中阿闍梨住阿字觀門1卷
010001001018##T0864A 大日如來劍印1卷
010001001019##T0864B 胎藏金剛教法名號1卷
010001002##T0865-92 金剛頂經 etc. T18
010001002001##T0865 金剛頂一切如來真實攝大乘現證大教王經3卷
010001002002##T0866 金剛頂瑜伽中略出念誦經4卷
010001002003##T0867 金剛峰樓閣一切瑜伽瑜祇經2卷
010001002004##T0868 諸佛境界攝真實經3卷
010001002005##T0869 金剛頂經瑜伽十八會指歸1卷
010001002006##T0870 略述金剛頂瑜伽分別聖位修證法門1卷
010001002007##T0871 金剛頂瑜伽略述三十七尊心要1卷
010001002008##T0872 金剛頂瑜伽三十七尊出生義1卷
010001002009##T0873 金剛頂蓮華部心念誦儀軌1卷
010001002010##T0874 金剛頂一切如來真實攝大乘現證大教王經2卷
010001002011##T0875 蓮華部心念誦儀軌1卷
010001002012##T0876 金剛頂瑜伽修習毘盧遮那三摩地法1卷
010001002013##T0877 金剛頂經毘盧遮那一百八尊法身契印1卷
010001002014##T0878 金剛頂經金剛界大道場毘盧遮那如來自受用身內證智眷屬法身異名佛最上乘祕密三摩地禮懺文1卷
010001002015##T0879 金剛頂瑜伽三十七尊禮1卷
010001002016##T0880 瑜伽金剛頂經釋字母品1卷
010001002017##T0881 賢劫十六尊1卷
010001002018##T0882 佛說一切如來真實攝大乘現證三昧大教王經30卷
010001002019##T0883 佛說祕密三昧大教王經4卷
010001002020##T0884 佛說祕密相經3卷
010001002021##T0885 佛說一切如來金剛三業最上祕密大教王經7卷
010001002022##T0886 佛說金剛場莊嚴般若波羅蜜多教中一分1卷
010001002023##T0887 佛說無二平等最上瑜伽大教王經6卷
010001002024##T0888 一切祕密最上名義大教王儀軌2卷
010001002025##T0889 一切如來大祕密王未曾有最上微妙大曼拏羅經5卷
010001002026##T0890 佛說瑜伽大教王經5卷
010001002027##T0891 佛說幻化網大瑜伽教十忿怒明王大明觀想儀軌經1卷
010001002028##T0892 佛說大悲空智金剛大教王儀軌經5卷
010001003##T0893-907, F1071 蘇悉地經 etc. T18, F28
010001003001##T0893a 蘇悉地羯羅經3卷
010001003002##T0893b 蘇悉地羯羅經3卷
010001003003##T0893c 蘇悉地羯羅經3卷
010001003004##T0894a 蘇悉地羯羅供養法3卷
010001003005##T0894b 蘇悉地羯羅供養法2卷
010001003006##T0895a 蘇婆呼童子請問經3卷
010001003007##T0895b 蘇婆呼童子請問經2卷
010001003008##T0896 妙臂菩薩所問經4卷
010001003009##T0897 蕤呬耶經3卷
010001003010##T0898 佛說毘奈耶經1卷
010001003011##T0899 清淨法身毘盧遮那心地法門成就一切陀羅尼三種悉地1卷
010001003012##T0900 十八契印1卷
010001003013##T0901 陀羅尼集經12卷
010001003014##F1071 釋教最上乘秘密藏陀羅尼集
010001003015##T0902 總釋陀羅尼義讚1卷
010001003016##T0903 都部陀羅尼目1卷
010001003017##T0904 念誦結護法普通諸部1卷
010001003018##T0905 三種悉地破地獄轉業障出三界祕密陀羅尼法1卷
010001003019##T0906 佛頂尊勝心破地獄轉業障出三界祕密三身佛果三種悉地真言儀軌1卷
010001003020##T0907 佛頂尊勝心破地獄轉業障出三界祕密陀羅尼1卷
010001004##T0908-14 護摩儀軌 etc. T18
010001004001##T0908 金剛頂瑜伽護摩儀軌1卷
010001004002##T0909 金剛頂瑜伽護摩儀軌1卷
010001004003##T0910 梵天擇地法1卷
010001004004##T0911 建立曼荼羅及揀擇地法1卷
010001004005##T0912 建立曼荼羅護摩儀軌1卷
010001004006##T0913 火&CB00292;供養儀軌1卷
010001004007##T0914 火吽軌別錄1卷
010001005##T0915-17 受戒法 etc. T18
010001005001##T0915 受菩提心戒儀1卷
010001005002##T0916 受五戒八戒文1卷
010001005003##T0917 無畏三藏禪要1卷
010001006##T0918-43 諸佛儀軌 T19
010001006001##T0918 諸佛心陀羅尼經1卷
010001006002##T0919 諸佛心印陀羅尼經1卷
010001006003##T0920 佛心經2卷
010001006004##T0921 阿&CB00434;如來念誦供養法1卷
010001006005##T0922 藥師琉璃光如來消災除難念誦儀軌1卷
010001006006##T0923 藥師如來觀行儀軌法1卷
010001006007##T0924A 藥師如來念誦儀軌1卷
010001006008##T0924B 藥師如來念誦儀軌1卷
010001006009##T0924C 藥師儀軌一具1卷
010001006010##T0925 藥師琉璃光王七佛本願功德經念誦儀軌2卷
010001006011##T0926 藥師琉璃光王七佛本願功德經念誦儀軌供養法1卷
010001006012##T0927 藥師七佛供養儀軌如意王經1卷
010001006013##T0928 修藥師儀軌布壇法1卷
010001006014##T0929 淨&CB00222;璃淨土摽1卷
010001006015##T0930 無量壽如來觀行供養儀軌1卷
010001006016##T0931 金剛頂經觀自在王如來修行法1卷
010001006017##T0932 金剛頂經瑜伽觀自在王如來修行法1卷
010001006018##T0933 九品往生阿彌陀三摩地集陀羅尼經1卷
010001006019##T0934 佛說無量功德陀羅尼經1卷
010001006020##T0935 極樂願文1卷
010001006021##T0936 大乘無量壽經1卷
010001006022##T0937 佛說大乘聖無量壽決定光明王如來陀羅尼經1卷
010001006023##T0938 釋迦文尼佛金剛一乘修行儀軌法品1卷
010001006024##T0939 佛說大乘觀想曼拏羅淨諸惡趣經2卷
010001006025##T0940 佛說帝釋巖祕密成就儀軌1卷
010001006026##T0941 釋迦牟尼佛成道在菩提樹降魔讚1卷
010001006027##T0942 釋迦佛讚1卷
010001006028##T0943 佛說無能勝幡王如來莊嚴陀羅尼經1卷
010001007##T0944-81 etc. 諸佛頂儀軌 T19, G052, F27
010001007001##T0944A 大佛頂如來放光悉怛多缽怛囉陀羅尼1卷
010001007002##T0944B 大佛頂大陀羅尼1卷
010001007003##T0945 大佛頂如來密因修證了義諸菩薩萬行首楞嚴經10卷
010001007004##T0946 大佛頂廣聚陀羅尼經5卷
010001007005##T0947 大佛頂如來放光悉怛多般怛羅大神力都攝一切&CB00057;王陀羅尼經大威德最勝金輪三昧&CB00057;品1卷
010001007006##T0948 金輪王佛頂要略念誦法1卷
010001007007##T0949 奇特最勝金輪佛頂念誦儀軌法要1卷
010001007008##T0950 菩提場所說一字頂輪王經5卷
010001007009##T0951 一字佛頂輪王經5卷
010001007010##T0952 五佛頂三昧陀羅尼經4卷
010001007011##T0953 一字奇特佛頂經3卷
010001007012##G1222 一字頂輪王瑜伽經
010001007013##T0954A 一字頂輪王念誦儀軌1卷
010001007014##T0954B 一字頂輪王念誦儀軌1卷
010001007015##T0955 一字頂輪王瑜伽觀行儀軌1卷
010001007016##T0956 大陀羅尼末法中一字心&CB00057;經1卷
010001007017##T0957 金剛頂一字頂輪王瑜伽一切時處念誦成佛儀軌1卷
010001007018##T0958 金剛頂經一字頂輪王儀軌音義1卷
010001007019##T0959 頂輪王大曼荼羅灌頂儀軌1卷
010001007020##T0960 一切如來說佛頂輪王一百八名讚1卷
010001007021##T0961 如意寶珠轉輪祕密現身成佛金輪&CB00057;王經1卷
010001007022##T0962 寶悉地成佛陀羅尼經1卷
010001007023##T0963 佛說熾盛光大威德消災吉祥陀羅尼經1卷
010001007024##T0964 佛說大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經1卷
010001007025##T0965 大妙金剛大甘露軍拏利焰鬘熾盛佛頂經1卷
010001007026##T0966 大聖妙吉祥菩薩說除災教令法輪1卷
010001007027##T0967 佛頂尊勝陀羅尼經1卷
010001007028##T0968 佛頂尊勝陀羅尼經1卷
010001007029##T0969 佛頂最勝陀羅尼經1卷
010001007030##T0970 最勝佛頂陀羅尼淨除業障&CB00057;經1卷
010001007031##T0971 佛說佛頂尊勝陀羅尼經1卷
010001007032##T0972 佛頂尊勝陀羅尼念誦儀軌法1卷
010001007033##T0973 尊勝佛頂脩瑜伽法軌儀2卷
010001007034##T0974A 最勝佛頂陀羅尼經1卷
010001007035##T0974B 佛頂尊勝陀羅尼1卷
010001007036##F1062 佛頂尊勝陀羅尼
010001007037##T0974C 加句靈驗佛頂尊勝陀羅尼記1卷
010001007038##T0974D 佛頂尊勝陀羅尼注義1卷
010001007039##T0974E 佛頂尊勝陀羅尼真言1卷
010001007040##T0974F 佛頂尊勝陀羅尼別法1卷
010001007041##T0975 白傘蓋大佛頂王最勝無比大威德金剛無礙大道場陀羅尼念誦法要1卷
010001007042##T0976 佛頂大白傘蓋陀羅尼經1卷
010001007043##T0977 佛說大白傘蓋總持陀羅尼經1卷
010001007044##F1048 一切如來白傘蓋大佛頂陀羅尼
010001007045##F1063 一切如來白傘蓋大佛頂陀羅尼
010001007046##T0978 佛說一切如來烏瑟膩沙最勝總持經1卷
010001007047##T0979 于瑟抳沙毘左野陀囉尼1卷
010001007048##T0980 大勝金剛佛頂念誦儀軌1卷
010001007049##T0981 大毘盧遮那佛眼修行儀軌1卷
010001008##T0982-1029 etc. 諸經儀軌 T19, X02
010001008001##T0982 佛母大孔雀明王經3卷
010001008002##T0983A 佛說大孔雀明王畫像壇場儀軌1卷
010001008003##T0983B 孔雀經真言等梵本
010001008004##T0984 孔雀王&CB00057;經2卷
010001008005##T0985 佛說大孔雀&CB00057;王經3卷
010001008006##T0986 大金色孔雀王&CB00057;經1卷
010001008007##T0987 佛說大金色孔雀王&CB00057;經1卷
010001008008##T0988 孔雀王&CB00057;經1卷
010001008009##T0989 大雲輪請雨經2卷
010001008010##T0990 大雲經祈雨壇法1卷
010001008011##T0991 大雲輪請雨經2卷
010001008012##T0992 大方等大雲經請雨品第六十四1卷
010001008013##T0993 大雲經請雨品第六十四1卷
010001008014##T0994 仁王護國般若波羅蜜多經陀羅尼念誦儀軌1卷
010001008015##T0995 仁王般若念誦法1卷
010001008016##T0996 仁王般若陀羅尼釋1卷
010001008017##T0997 守護國界主陀羅尼經10卷
010001008018##T0998 佛說迴向輪經1卷
010001008019##T0999 佛說守護大千國土經3卷
010001008020##T1000 成就妙法蓮華經王瑜伽觀智儀軌1卷
010001008021##T1001 法華曼荼羅威儀形色法經1卷
010001008022##T1002 不空&CB00559;索毘盧遮那佛大灌頂光真言1卷
010001008023##T1003 大樂金剛不空真實三昧耶經般若波羅蜜多理趣釋2卷
010001008024##T1004 般若波羅蜜多理趣經大樂不空三昧真實金剛薩埵菩薩等一十七聖大曼荼羅義述1卷
010001008025##T1005A 大寶廣博樓閣善住祕密陀羅尼經3卷
010001008026##T1005B 寶樓閣經梵字真言1卷
010001008027##T1006 廣大寶樓閣善住祕密陀羅尼經5卷
010001008028##T1007 牟梨曼陀羅&CB00057;經1卷
010001008029##T1008 菩提場莊嚴陀羅尼經1卷
010001008030##T1009 出生無邊門陀羅尼經1卷
010001008031##T1010 佛說出生無邊門陀羅尼儀軌1卷
010001008032##T1011 佛說無量門微密持經1卷
010001008033##T1012 佛說出生無量門持經1卷
010001008034##T1013 阿難陀目佉尼呵離陀經1卷
010001008035##T1014 無量門破魔陀羅尼經1卷
010001008036##T1015 佛說阿難陀目佉尼呵離陀&CB00444;尼經1卷
010001008037##T1016 舍利弗陀羅尼經1卷
010001008038##T1017 佛說一向出生菩薩經1卷
010001008039##T1018 出生無邊門陀羅尼經1卷
010001008040##T1019 大方廣佛華嚴經入法界品四十二字觀門1卷
010001008041##T1020 大方廣佛花嚴經入法界品頓證毘盧遮那法身字輪瑜伽儀軌1卷
010001008042##T1021 華嚴經心陀羅尼1卷
010001008043##T1022A 一切如來心祕密全身舍利寶篋印陀羅尼經1卷
010001008044##T1022B 一切如來心祕密全身舍利寶篋印陀羅尼經(1卷．別本)
010001008045##T1023 一切如來正法祕密篋印心陀羅尼經1卷
010001008046##T1024 無垢淨光大陀羅尼經1卷
010001008047##T1025 佛頂放無垢光明入普門觀察一切如來心陀羅尼經2卷
010001008048##T1026 佛說造塔延命功德經1卷
010001008049##T1027a 金剛光焰止風雨陀羅尼經1卷
010001008050##T1027b 金剛光焰止風雨陀羅尼經1卷
010001008051##T1028A 佛說護諸童子陀羅尼經1卷
010001008052##T1028B 童子經念誦法1卷
010001008053##T1029 佛說安宅陀羅尼&CB00057;經1卷
010001008054##X0188 祕密要術法
010001008055##X0204 妙法蓮華三昧祕密三摩耶經
010001009##T1030-1198 etc. 諸菩薩儀軌 T20, X01-02, C071, F24,27, L135
010001009001##T1030-1118 etc. 觀自在菩薩儀軌
010001009001001##T1030 觀自在大悲成就瑜伽蓮華部念誦法門1卷
010001009001002##T1031 聖觀自在菩薩心真言瑜伽觀行儀軌1卷
010001009001003##T1032 瑜伽蓮華部念誦法1卷
010001009001004##T1033 金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王經1卷
010001009001005##T1034 &CB00057;五首1卷
010001009001006##T1035 千轉陀羅尼觀世音菩薩&CB00057;1卷
010001009001007##T1036 千轉大明陀羅尼經1卷
